Test_ID,Data_Point,Test_Time,Step_Time,DateTime,Step_Index,Cycle_Index,Is_FC_Data,Current,Voltage,Charge_Capacity,Discharge_Capacity,Charge_Energy,Discharge_Energy,dV/dt,Internal_Resistance,AC_Impedance,ACI_Phase_Angle
1,1634,41384.71186022793,699.7973282206475,44069.32233796296,3,6,0,-5.70842094020918e-05,1.7112129926681519,2.4563097515e-05,1.1089925182e-05,8.3736366045e-05,3.007607576e-05,-0.0017171859508380294,0.0,0.0,0.0
1,1635,41395.21157012311,710.2970381007875,44069.3224537037,3,6,0,-5.704898649128154e-05,1.6911250352859497,2.4563097515e-05,1.1256331412e-05,8.3736366045e-05,3.0359161855e-05,-0.0017171859508380294,0.0,0.0,0.0
1,1636,41405.992542756445,721.0780107541839,44069.32258101852,3,6,0,-5.704898649128154e-05,1.6710370779037476,2.4563097515e-05,1.1427198716e-05,8.3736366045e-05,3.0646403613e-05,-0.0016199827659875154,0.0,0.0,0.0
1,1637,41416.83604891109,731.9215170792529,44069.32270833333,3,6,0,-5.704898649128154e-05,1.6509491205215454,2.4563097515e-05,1.1599044297e-05,8.3736366045e-05,3.0931835622e-05,-0.0016847848892211914,0.0,0.0,0.0
1,1638,41427.91398657893,742.999454551606,44069.32283564815,3,6,0,-5.70842094020918e-05,1.6308611631393433,2.4563097515e-05,1.1774607855e-05,8.3736366045e-05,3.121992225e-05,-0.0016847848892211914,0.0,0.0,0.0
1,1639,41439.335605089866,754.4210730825862,44069.32296296296,3,6,0,-5.704898649128154e-05,1.6107732057571411,2.4563097515e-05,1.1955626134e-05,8.3736366045e-05,3.1513326041e-05,-0.0015875815879553556,0.0,0.0,0.0
1,1640,41451.132164187125,766.217632164809,44069.32310185185,3,6,0,-5.704898649128154e-05,1.590685248374939,2.4563097515e-05,1.2142581556e-05,8.3736366045e-05,3.1812597685e-05,-0.0015551805263385177,0.0,0.0,0.0
1,1641,41463.38204291372,778.4675110868843,44069.32324074074,3,6,0,-5.70842094020918e-05,1.5705972909927368,2.4563097515e-05,1.2336723066e-05,8.3736366045e-05,3.2119470288e-05,-0.0014580010902136564,0.0,0.0,0.0
1,1642,41476.10043527978,791.1859032574577,44069.3233912037,3,6,0,-5.70842094020918e-05,1.5505093336105347,2.4563097515e-05,1.2538285143e-05,8.3736366045e-05,3.2434044057e-05,-0.0013931989669799805,0.0,0.0,0.0
1,1643,41489.81887429157,804.9043423193798,44069.32355324074,3,6,0,-5.704898649128154e-05,1.5304213762283325,2.4563097515e-05,1.2755704047e-05,8.3736366045e-05,3.2768995937e-05,-0.0012635946040973067,0.0,0.0,0.0
1,1644,41504.61545233083,819.7009203235529,44069.32372685185,3,6,0,-5.70842094020918e-05,1.5103334188461304,2.4563097515e-05,1.299021022e-05,8.3736366045e-05,3.3125537915e-05,-0.0011987924808636308,0.0,0.0,0.0
1,1645,41512.677756412835,827.763224390519,44069.32381944444,3,6,0,-5.70842094020918e-05,1.4999654293060303,2.4563097515e-05,1.3117984311e-05,8.3736366045e-05,3.3317871403e-05,-0.001133990241214633,0.0,0.0,0.0
1,1646,41512.69322121042,2.551330489e-06,44069.32381944444,2,7,0,5.694165520253591e-05,1.5100094079971313,4e-14,0.0,6.1e-14,0.0,0.0,0.0,0.0,0.0
1,1647,41514.34946359183,1.656244887627425,44069.32383101852,2,7,0,5.708255775971338e-05,1.530259370803833,2.625199e-08,0.0,3.9974098e-08,0.0,0.0040499926544725895,0.0,0.0,0.0
1,1648,41517.130669203245,4.437450529125393,44069.32386574074,2,7,0,5.708255775971338e-05,1.5503473281860352,7.0342046e-08,0.0,1.07898529e-07,0.0,0.007387185003608465,0.0,0.0,0.0
1,1649,41520.22433751776,7.531118863680507,44069.323900462965,2,7,0,5.7012104662135243e-05,1.5704352855682373,1.19378185e-07,0.0,1.84421324e-07,0.0,0.005864381790161133,0.0,0.0,0.0
1,1650,41523.521658119505,10.828439425324088,44069.32394675926,2,7,0,5.704733121092431e-05,1.590685248374939,1.71646921e-07,0.0,2.67032494e-07,0.0,0.00541079044342041,0.0,0.0,0.0
1,1651,41526.97422187833,14.281003219237734,44069.32398148148,2,7,0,5.708255775971338e-05,1.6107732057571411,2.26374346e-07,0.0,3.54629569e-07,0.0,0.005151581950485706,0.0,0.0,0.0
1,1652,41530.56794774563,17.874729096570867,44069.32402777778,2,7,0,5.708255775971338e-05,1.6310231685638428,2.833373e-07,0.0,4.46955109e-07,0.0,0.005022001452744007,0.0,0.0,0.0
1,1653,41534.23971402573,21.546495426777692,44069.3240625,2,7,0,5.708255775971338e-05,1.6512731313705444,3.41542586e-07,0.0,5.42472773e-07,0.0,0.0049571990966796875,0.0,0.0,0.0
1,1654,41537.95837882776,25.265160153631196,44069.324108796296,2,7,0,5.704733121092431e-05,1.6713610887527466,4.0049074e-07,0.0,6.40398172e-07,0.0,0.004730391316115856,0.0,0.0,0.0
1,1655,41541.770748545125,29.07752985094265,44069.32415509259,2,7,0,5.704733121092431e-05,1.6914489269256592,4.60924412e-07,0.0,7.4200759e-07,0.0,0.004665589425712824,0.0,0.0,0.0
1,1656,41545.63005182639,32.93683314724661,44069.32420138889,2,7,0,5.704733121092431e-05,1.7115368843078613,5.22106012e-07,0.0,8.46103471e-07,0.0,0.0045683858916163445,0.0,0.0,0.0
1,1657,41549.56744526887,36.8742265947382,44069.32424768518,2,7,0,5.711778430850245e-05,1.731786847114563,5.84517125e-07,0.0,9.53542229e-07,0.0,0.004503584001213312,0.0,0.0,0.0
1,1658,41553.59863356483,40.90541485561049,44069.32429398148,2,7,0,5.704733121092431e-05,1.7518748044967651,6.48421892e-07,0.0,1.06484286e-06,0.0,0.004406380467116833,0.0,0.0,0.0
1,1659,41557.66101643733,44.96779773312532,44069.32434027778,2,7,0,5.708255775971338e-05,1.7719627618789673,7.12816477e-07,0.0,1.178298605e-06,0.0,0.0044387816451489925,0.0,0.0,0.0
1,1660,41561.77033020712,49.07711172346384,44069.32438657407,2,7,0,5.711778430850245e-05,1.792212724685669,7.77959867e-07,0.0,1.294388038e-06,0.0,0.00437397975474596,0.0,0.0,0.0
1,1661,41565.926469076694,53.233250397548915,44069.32443287037,2,7,0,5.7012104662135243e-05,1.812300682067871,8.43840302e-07,0.0,1.413120055e-06,0.0,0.0043415785767138,0.0,0.0,0.0
1,1662,41570.09831418737,57.40509559845366,44069.324479166666,2,7,0,5.708255775971338e-05,1.8323886394500732,9.09975823e-07,0.0,1.533643182e-06,0.0,0.00437397975474596,0.0,0.0,0.0
1,1663,41574.301290201605,61.60807160266411,44069.324525462966,2,7,0,5.7012104662135243e-05,1.8524765968322754,9.76597695e-07,0.0,1.656389056e-06,0.0,0.004244399257004261,0.0,0.0,0.0
1,1664,41578.53536099476,65.84214233065794,44069.324583333335,2,7,0,5.711778430850245e-05,1.8725645542144775,1.043717567e-06,0.0,1.781392954e-06,0.0,0.0042767999693751335,0.0,0.0,0.0
1,1665,41582.84811774244,70.15489937407192,44069.32462962963,2,7,0,5.708255775971338e-05,1.8926525115966797,1.1120807e-06,0.0,1.910084084e-06,0.0,0.004179596900939941,0.0,0.0,0.0
1,1666,41587.20724800942,74.5140293503255,44069.32467592593,2,7,0,5.708255775971338e-05,1.9127404689788818,1.181184168e-06,0.0,2.041567569e-06,0.0,0.004114794544875622,0.0,0.0,0.0
1,1667,41591.520177335304,78.8269586411283,44069.3247337963,2,7,0,5.708255775971338e-05,1.9329904317855835,1.249556057e-06,0.0,2.173031781e-06,0.0,0.004179596900939941,0.0,0.0,0.0
1,1668,41595.94136489193,83.24814620276561,44069.32478009259,2,7,0,5.708255775971338e-05,1.9530783891677856,1.319637258e-06,0.0,2.309192343e-06,0.0,0.004147195722907782,0.0,0.0,0.0
1,1669,41600.3476444531,87.6544257990138,44069.32482638889,2,7,0,5.708255775971338e-05,1.9733283519744873,1.38949003e-06,0.0,2.446323067e-06,0.0,0.004114794544875622,0.0,0.0,0.0
1,1670,41604.769375142365,92.0761564531995,44069.32488425926,2,7,0,5.708255775971338e-05,1.9934161901474,1.459583975e-06,0.0,2.585334683e-06,0.0,0.004147171974182129,0.0,0.0,0.0
1,1671,41609.2535706625,96.5603519833587,44069.32493055556,2,7,0,5.708255775971338e-05,2.0135042667388916,1.53066654e-06,0.0,2.727742826e-06,0.0,0.004341602325439453,0.0,0.0,0.0
1,1672,41613.72240124338,101.02918265947382,44069.32498842593,2,7,0,5.704733121092431e-05,2.0335922241210938,1.601510307e-06,0.0,2.871096196e-06,0.0,0.00401759147644043,0.0,0.0,0.0
1,1673,41618.269070696966,105.57585210303064,44069.32503472222,2,7,0,5.704733121092431e-05,2.053680181503296,1.673583321e-06,0.0,3.018381771e-06,0.0,0.004114818759262562,0.0,0.0,0.0
1,1674,41622.909601338615,110.21638264944896,44069.32509259259,2,7,0,5.708255775971338e-05,2.073930025100708,1.747145769e-06,0.0,3.170202335e-06,0.0,0.003823184873908758,0.0,0.0,0.0
1,1675,41627.90922447352,115.21600578435245,44069.325150462966,2,7,0,5.708255775971338e-05,2.0956380367279053,1.826402933e-06,0.0,3.335437067e-06,0.0,0.004244375042617321,0.0,0.0,0.0
1,1676,41632.628155952254,119.93493726809646,44069.325208333335,2,7,0,5.704733121092431e-05,2.1157259941101074,1.901207841e-06,0.0,3.492960662e-06,0.0,0.003823184873908758,0.0,0.0,0.0
1,1677,41637.253031208995,124.55981250477748,44069.325254629635,2,7,0,5.704733121092431e-05,2.1358139514923096,1.974524653e-06,0.0,3.648820992e-06,0.0,0.003823184873908758,0.0,0.0,0.0
1,1678,41641.98731500064,129.29409631147283,44069.3253125,2,7,0,5.704733121092431e-05,2.1559019088745117,2.049576898e-06,0.0,3.80986965e-06,0.0,0.003758382750675082,0.0,0.0,0.0
1,1679,41646.721720925336,134.02850225121082,44069.325370370374,2,7,0,5.704733121092431e-05,2.175989866256714,2.124625031e-06,0.0,3.972419134e-06,0.0,0.003823184873908758,0.0,0.0,0.0
1,1680,41651.518866106824,138.82564741765506,44069.32542824074,2,7,0,5.708255775971338e-05,2.196077823638916,2.200669591e-06,0.0,4.138647197e-06,0.0,0.003758382750675082,0.0,0.0,0.0
1,1681,41656.346434616185,143.6532159520811,44069.32547453704,2,7,0,5.708255775971338e-05,2.216165781021118,2.277197076e-06,0.0,4.30746361e-06,0.0,0.003661203430965543,0.0,0.0,0.0
1,1682,41661.25243807226,148.559219368057,44069.325532407405,2,7,0,5.708255775971338e-05,2.2364156246185303,2.354971001e-06,0.0,4.480596083e-06,0.0,0.003985166549682617,0.0,0.0,0.0
1,1683,41666.205541896124,153.5123232119697,44069.325590277775,2,7,0,5.704733121092431e-05,2.2565035820007324,2.433492747e-06,0.0,4.656983454e-06,0.0,0.0036935806274414062,0.0,0.0,0.0
1,1684,41671.08041514036,158.3871964361572,44069.32564814815,2,7,0,5.708255775971338e-05,2.2765915393829346,2.510767097e-06,0.0,4.832125979e-06,0.0,0.003758382750675082,0.0,0.0,0.0
1,1685,41676.06465292536,163.37143443669606,44069.32570601852,2,7,0,5.708255775971338e-05,2.2966794967651367,2.589775189e-06,0.0,5.012786306e-06,0.0,0.003661203430965543,0.0,0.0,0.0
1,1686,41680.9864577987,168.29323910954056,44069.32576388889,2,7,0,5.708255775971338e-05,2.316767454147339,2.6678005e-06,0.0,5.192767506e-06,0.0,0.0037908076774328947,0.0,0.0,0.0
1,1687,41685.95509304992,173.26187434572032,44069.32582175926,2,7,0,5.708255775971338e-05,2.336855411529541,2.746566613e-06,0.0,5.376033194e-06,0.0,0.0036935806274414062,0.0,0.0,0.0
1,1688,41691.00185921347,178.3086405343258,44069.32587962963,2,7,0,5.704733121092431e-05,2.356943368911743,2.826568687e-06,0.0,5.5637829e-06,0.0,0.0037260055541992188,0.0,0.0,0.0
1,1689,41696.064191264864,183.37097257570343,44069.3259375,2,7,0,5.708255775971338e-05,2.3771932125091553,2.906820255e-06,0.0,5.753734302e-06,0.0,0.0036287785042077303,0.0,0.0,0.0
1,1690,41701.15788744853,188.46466874432184,44069.32599537037,2,7,0,5.711778430850245e-05,2.3972811698913574,2.987568603e-06,0.0,5.946483424e-06,0.0,0.003596353577449918,0.0,0.0,0.0
1,1691,41706.3453623005,193.65214378677092,44069.326053240744,2,7,0,5.708255775971338e-05,2.4173691272735596,3.069802866e-06,0.0,6.144435757e-06,0.0,0.0034019947052001953,0.0,0.0,0.0
1,1692,41711.54836202356,198.8551433143487,44069.32612268518,2,7,0,5.704733121092431e-05,2.4374570846557617,3.152284815e-06,0.0,6.344649572e-06,0.0,0.0034343719016760588,0.0,0.0,0.0
1,1693,41716.813872295934,204.12065378720953,44069.32618055555,2,7,0,5.708255775971338e-05,2.457545042037964,3.235754285e-06,0.0,6.548941987e-06,0.0,0.0034019947052001953,0.0,0.0,0.0
1,1694,41722.0792374833,209.38601887934436,44069.32623842593,2,7,0,5.708255775971338e-05,2.477632999420166,3.319224582e-06,0.0,6.754911874e-06,0.0,0.0033371925819665194,0.0,0.0,0.0
1,1695,41727.42296860114,214.72974989693176,44069.3262962963,2,7,0,5.704733121092431e-05,2.497720956802368,3.403935943e-06,0.0,6.965642259e-06,0.0,0.0033371925819665194,0.0,0.0,0.0
1,1696,41732.82908041106,220.13586172189747,44069.326365740744,2,7,0,5.708255775971338e-05,2.5179710388183594,3.489639875e-06,0.0,7.180565533e-06,0.0,0.003661203430965543,0.0,0.0,0.0
1,1697,41738.360280987494,225.6670622832904,44069.32642361111,2,7,0,5.704733121092431e-05,2.5380589962005615,3.577327088e-06,0.0,7.402227111e-06,0.0,0.0032723904587328434,0.0,0.0,0.0
1,1698,41743.93813351408,231.24491484495903,44069.32649305555,2,7,0,5.708255775971338e-05,2.5581469535827637,3.665754342e-06,0.0,7.627547281e-06,0.0,0.0031752109061926603,0.0,0.0,0.0
1,1699,41749.56308698989,236.86986832578336,44069.3265625,2,7,0,5.704733121092431e-05,2.578234910964966,3.75493417e-06,0.0,7.856581885e-06,0.0,0.0031104087829589844,0.0,0.0,0.0
1,1700,41755.23485323488,242.5416345757912,44069.32662037037,2,7,0,5.708255775971338e-05,2.598322868347168,3.844851233e-06,0.0,8.089311187e-06,0.0,0.0030456066597253084,0.0,0.0,0.0
1,1701,41761.01588315538,248.32266447623164,44069.326689814814,2,7,0,5.708255775971338e-05,2.61841082572937,3.936502258e-06,0.0,8.328366074e-06,0.0,0.0030456066597253084,0.0,0.0,0.0
1,1702,41766.90651137665,254.213292712543,44069.32675925926,2,7,0,5.704733121092431e-05,2.6384987831115723,4.029884906e-06,0.0,8.573812167e-06,0.0,0.0030456066597253084,0.0,0.0,0.0
1,1703,41772.82814070943,260.13492206036227,44069.326828703706,2,7,0,5.704733121092431e-05,2.6585865020751953,4.123761254e-06,0.0,8.822439582e-06,0.0,0.0028835772536695004,0.0,0.0,0.0
1,1704,41778.87488269298,266.1816640088219,44069.326898148145,2,7,0,5.704733121092431e-05,2.6786744594573975,4.21961929e-06,0.0,9.078243665e-06,0.0,0.0029159546829760075,0.0,0.0,0.0
1,1705,41785.06231187664,272.3690931724341,44069.32696759259,2,7,0,5.708255775971338e-05,2.6987624168395996,4.317708856e-06,0.0,9.341966795e-06,0.0,0.002786350203678012,0.0,0.0,0.0
1,1706,41791.359067065445,278.66584840134584,44069.32703703704,2,7,0,5.704733121092431e-05,2.7188503742218018,4.417533614e-06,0.0,9.612360185e-06,0.0,0.002786397933959961,0.0,0.0,0.0
1,1707,41797.79644271879,285.10322427523295,44069.32711805555,2,7,0,5.711778430850245e-05,2.738938331604004,4.51958817e-06,0.0,9.890846426e-06,0.0,0.002786397933959961,0.0,0.0,0.0
1,1708,41804.389944454975,291.69672577081883,44069.3271875,2,7,0,5.711778430850245e-05,2.759026288986206,4.624116244e-06,0.0,1.017818566e-05,0.0,0.0027539730072021484,0.0,0.0,0.0
1,1709,41811.1086909046,298.4154722354843,44069.32726851852,2,7,0,5.704733121092431e-05,2.779114246368408,4.73063151e-06,0.0,1.0473131379e-05,0.0,0.0026891708839684725,0.0,0.0,0.0
1,1710,41818.01473449526,305.32151580108143,44069.32734953704,2,7,0,5.704733121092431e-05,2.7992022037506104,4.840114159e-06,0.0,1.0778492122e-05,0.0,0.0025919913314282894,0.0,0.0,0.0
1,1711,41825.12404432026,312.43082584663193,44069.32743055555,2,7,0,5.708255775971338e-05,2.8192901611328125,4.952819484e-06,0.0,1.1095108442e-05,0.0,0.002494764281436801,0.0,0.0,0.0
1,1712,41832.4519139969,319.7586953327945,44069.32751157408,2,7,0,5.711778430850245e-05,2.8393781185150146,5.068986834e-06,0.0,1.1423789559e-05,0.0,0.002429962158203125,0.0,0.0,0.0
1,1713,41840.06103944943,327.3678207452241,44069.32760416667,2,7,0,5.704733121092431e-05,2.859466075897217,5.189611865e-06,0.0,1.1767505455e-05,0.0,0.0023004054091870785,0.0,0.0,0.0
1,1714,41847.935950783176,335.24273209400826,44069.32769675926,2,7,0,5.708255775971338e-05,2.879554033279419,5.314456002e-06,0.0,1.2125737855e-05,0.0,0.002267980482429266,0.0,0.0,0.0
1,1715,41856.31075984817,343.6175411590008,44069.32778935185,2,7,0,5.704733121092431e-05,2.899641990661621,5.447224126e-06,0.0,1.25093735e-05,0.0,0.002138376235961914,0.0,0.0,0.0
1,1716,41864.98244517739,352.28922646817415,44069.327893518515,2,7,0,5.708255775971338e-05,2.9197299480438232,5.584698151e-06,0.0,1.2909362334e-05,0.0,0.002073574112728238,0.0,0.0,0.0
1,1717,41874.13850521636,361.4452865422329,44069.327997685185,2,7,0,5.711778430850245e-05,2.9398179054260254,5.729849873e-06,0.0,1.3334612901e-05,0.0,0.001911592436954379,0.0,0.0,0.0
1,1718,41883.48205703932,370.7888383651936,44069.32811342592,2,7,0,5.711778430850245e-05,2.9600679874420166,5.877979722e-06,0.0,1.3771578597e-05,0.0,0.0019116401672363281,0.0,0.0,0.0
1,1719,41893.02863444952,380.33541576536777,44069.32821759259,2,7,0,5.708255775971338e-05,2.9801559448242188,6.029321158e-06,0.0,1.4221060859e-05,0.0,0.0019440173637121916,0.0,0.0,0.0
1,1720,41902.74724569367,390.0540270295671,44069.32833333333,2,7,0,5.708255775971338e-05,3.000243663787842,6.183394833e-06,0.0,1.4681760933e-05,0.0,0.0018467903137207031,0.0,0.0,0.0
1,1721,41912.60647943239,399.91326083344296,44069.32844907408,2,7,0,5.704733121092431e-05,3.020331621170044,6.33969291e-06,0.0,1.5152257692e-05,0.0,0.0018143653869628906,0.0,0.0,0.0
1,1722,41922.59058911954,409.8973704203555,44069.328564814816,2,7,0,5.704733121092431e-05,3.040419578552246,6.497966444e-06,0.0,1.5631880244e-05,0.0,0.0018143653869628906,0.0,0.0,0.0
1,1723,41932.60596945701,419.912750747793,44069.328680555554,2,7,0,5.711778430850245e-05,3.0605075359344482,6.656739038e-06,0.0,1.6116199427e-05,0.0,0.0018143653869628906,0.0,0.0,0.0
1,1724,41942.74637924379,430.0531605796883,44069.32879629629,2,7,0,5.708255775971338e-05,3.0805954933166504,6.817498866e-06,0.0,1.6609800734e-05,0.0,0.0017819881904870272,0.0,0.0,0.0
